benchmark,task_id,model_name,side_effect,suboptimal,looping,success,n_steps,error_rate,repeat_rate,max_consec_norm,obs_tokens_per_step,obs_tokens_present,n_step_records,n_actions,path_json_mismatch
visualwebarena,visualwebarena.resized.416,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,30,0.0,0.6666666666666667,0.2666666666666666,50731.03333333333,1,31,30,0
visualwebarena,visualwebarena.resized.416,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,18,0.0555555555555555,0.0555555555555555,0.1111111111111111,18619.944444444445,1,19,18,0
visualwebarena,visualwebarena.resized.419,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,30,0.0333333333333333,0.6,0.1333333333333333,89454.23333333334,1,31,30,0
visualwebarena,visualwebarena.resized.419,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,531146.0,1,2,1,0
visualwebarena,visualwebarena.resized.420,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,3,0.3333333333333333,0.0,0.3333333333333333,142850.33333333334,1,4,3,0
visualwebarena,visualwebarena.resized.420,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0666666666666666,0.1333333333333333,0.0333333333333333,25718.766666666663,1,31,30,0
visualwebarena,visualwebarena.resized.423,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,1.0,1.0,0.0,1.0,27,0.0,0.2962962962962963,0.1851851851851851,49269.92592592593,1,28,27,0
visualwebarena,visualwebarena.resized.423,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,28,0.0357142857142857,0.6428571428571428,0.0357142857142857,51614.46428571428,1,29,28,0
visualwebarena,visualwebarena.resized.426,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,3,0.0,0.0,0.3333333333333333,67981.33333333333,1,4,3,0
visualwebarena,visualwebarena.resized.426,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,2,0.0,0.0,0.5,43480.0,1,3,2,0
visualwebarena,visualwebarena.resized.453,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.7666666666666667,0.8,0.2333333333333333,157390.76666666666,1,31,30,0
visualwebarena,visualwebarena.resized.453,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,6,0.5,0.0,0.1666666666666666,173400.33333333334,1,7,6,0
visualwebarena,visualwebarena.resized.455,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.1333333333333333,0.7666666666666666,0.7666666666666667,157629.66666666666,1,31,30,0
visualwebarena,visualwebarena.resized.455,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,1.0,9,0.6666666666666666,0.1111111111111111,0.1111111111111111,171624.55555555556,1,10,9,0
visualwebarena,visualwebarena.resized.464,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.3,0.7666666666666666,0.5,157221.26666666666,1,31,30,0
visualwebarena,visualwebarena.resized.464,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,1.0,30,0.5333333333333333,0.3666666666666667,0.0666666666666666,173493.63333333333,1,31,30,0
visualwebarena,visualwebarena.resized.512,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,3,0.3333333333333333,0.0,0.3333333333333333,136992.0,1,4,3,0
visualwebarena,visualwebarena.resized.512,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,3,0.3333333333333333,0.0,0.3333333333333333,176038.0,1,4,3,0
visualwebarena,visualwebarena.resized.52,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,1.0,27,0.1111111111111111,0.7037037037037037,0.037037037037037,20545.222222222223,1,28,27,0
visualwebarena,visualwebarena.resized.52,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,3,0.0,0.0,0.3333333333333333,24630.666666666668,1,4,3,0
visualwebarena,visualwebarena.resized.525,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,155289.0,1,2,1,0
visualwebarena,visualwebarena.resized.525,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,174303.0,1,2,1,0
visualwebarena,visualwebarena.resized.569,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,8,0.125,0.375,0.5,156007.625,1,9,8,0
visualwebarena,visualwebarena.resized.569,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,5,0.4,0.0,0.2,172835.2,1,6,5,0
visualwebarena,visualwebarena.resized.570,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,25,0.24,0.64,0.28,155941.6,1,26,25,0
visualwebarena,visualwebarena.resized.570,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,11,0.2727272727272727,0.2727272727272727,0.0909090909090909,174680.9090909091,1,12,11,0
visualwebarena,visualwebarena.resized.580,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.8666666666666667,0.7333333333333333,154786.16666666666,1,31,30,0
visualwebarena,visualwebarena.resized.580,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,3,0.0,0.0,0.3333333333333333,174351.66666666666,1,4,3,0
visualwebarena,visualwebarena.resized.597,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,5,0.6,0.0,0.2,155753.4,1,6,5,0
visualwebarena,visualwebarena.resized.597,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,14,0.1428571428571428,0.2857142857142857,0.0714285714285714,170227.2142857143,1,15,14,0
visualwebarena,visualwebarena.resized.598,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,3,0.6666666666666666,0.0,0.3333333333333333,152125.66666666666,1,4,3,0
visualwebarena,visualwebarena.resized.598,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,5,0.6,0.0,0.2,175989.6,1,6,5,0
visualwebarena,visualwebarena.resized.600,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,4,0.5,0.0,0.25,152882.0,1,5,4,0
visualwebarena,visualwebarena.resized.600,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,3,0.6666666666666666,0.0,0.3333333333333333,170496.0,1,4,3,0
visualwebarena,visualwebarena.resized.601,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,1.0,1.0,0.0,0.0,30,0.2,0.5333333333333333,0.1,151910.33333333334,1,31,30,0
visualwebarena,visualwebarena.resized.601,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,3,0.6666666666666666,0.0,0.3333333333333333,171153.66666666666,1,4,3,0
visualwebarena,visualwebarena.resized.602,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.8666666666666667,0.9,182610.76666666663,1,31,30,0
visualwebarena,visualwebarena.resized.602,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.2333333333333333,0.5,0.0333333333333333,173708.8,1,31,30,0
visualwebarena,visualwebarena.resized.608,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,1.0,1.0,1.0,1.0,18,0.1111111111111111,0.6666666666666667,0.7222222222222222,154853.16666666666,1,19,18,0
visualwebarena,visualwebarena.resized.608,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,7,0.2857142857142857,0.2857142857142857,0.1428571428571428,178586.85714285713,1,8,7,0
visualwebarena,visualwebarena.resized.614,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,1.0,1.0,1.0,0.0,30,0.2666666666666666,0.5333333333333333,0.4666666666666667,161169.53333333333,1,31,30,0
visualwebarena,visualwebarena.resized.614,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,4,0.5,0.0,0.25,167915.0,1,5,4,0
visualwebarena,visualwebarena.resized.620,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.9,0.9333333333333332,169838.23333333334,1,31,30,0
visualwebarena,visualwebarena.resized.620,GenericAgent-anthropic_claude-3.7-sonnet,1.0,1.0,0.0,1.0,9,0.3333333333333333,0.0,0.1111111111111111,146915.22222222222,1,10,9,0
visualwebarena,visualwebarena.resized.64,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.1,0.4,0.1,13475.566666666668,1,31,30,0
visualwebarena,visualwebarena.resized.64,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,4,0.25,0.0,0.25,25160.75,1,5,4,0
visualwebarena,visualwebarena.resized.686,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.8,0.1333333333333333,141857.63333333333,1,31,30,0
visualwebarena,visualwebarena.resized.686,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,3,0.3333333333333333,0.0,0.3333333333333333,158133.66666666666,1,4,3,0
visualwebarena,visualwebarena.resized.7,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.2333333333333333,0.6333333333333333,0.1666666666666666,23707.0,1,31,30,0
visualwebarena,visualwebarena.resized.7,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,28,0.0714285714285714,0.3214285714285714,0.0714285714285714,21683.17857142857,1,29,28,0
visualwebarena,visualwebarena.resized.725,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.7,0.8,0.5666666666666667,167522.96666666667,1,31,30,0
visualwebarena,visualwebarena.resized.725,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,2,0.5,0.0,0.5,160992.5,1,3,2,0
visualwebarena,visualwebarena.resized.730,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,1.0,1.0,0.0,0.0,4,0.5,0.0,0.25,161906.5,1,5,4,0
visualwebarena,visualwebarena.resized.730,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,4,0.75,0.0,0.25,155457.25,1,5,4,0
visualwebarena,visualwebarena.resized.739,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,3,0.6666666666666666,0.0,0.3333333333333333,163474.0,1,4,3,0
visualwebarena,visualwebarena.resized.739,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,7,0.7142857142857143,0.0,0.1428571428571428,158510.14285714287,1,8,7,0
visualwebarena,visualwebarena.resized.750,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.9666666666666668,1.0,168085.83333333334,1,31,30,0
visualwebarena,visualwebarena.resized.750,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,1.0,11,0.8181818181818182,0.2727272727272727,0.0909090909090909,156350.36363636365,1,12,11,0
visualwebarena,visualwebarena.resized.756,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.9,0.8333333333333334,155404.2,1,31,30,0
visualwebarena,visualwebarena.resized.756,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,1,1.0,0.0,1.0,148318.0,1,2,1,0
visualwebarena,visualwebarena.resized.76,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.6666666666666666,0.6666666666666667,0.3,157848.4,1,31,30,0
visualwebarena,visualwebarena.resized.76,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,8,0.0,0.0,0.125,135753.25,1,9,8,0
visualwebarena,visualwebarena.resized.8,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.7,0.7333333333333334,0.5333333333333333,19884.3,1,31,30,0
visualwebarena,visualwebarena.resized.8,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.7333333333333334,0.0333333333333333,21135.43333333333,1,31,30,0
visualwebarena,visualwebarena.resized.833,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.4,0.5333333333333333,0.3,163340.9,1,31,30,0
visualwebarena,visualwebarena.resized.833,GenericAgent-anthropic_claude-3.7-sonnet,1.0,1.0,1.0,0.0,30,0.2,0.2666666666666667,0.0333333333333333,152581.3,1,31,30,0
visualwebarena,visualwebarena.resized.843,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.4333333333333333,0.6333333333333333,0.2666666666666666,174490.13333333333,1,31,30,0
visualwebarena,visualwebarena.resized.843,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,24,0.4166666666666667,0.2916666666666666,0.0416666666666666,159024.91666666666,1,25,24,0
visualwebarena,visualwebarena.resized.876,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,1.0,1.0,1.0,0.0,15,0.0666666666666666,0.4666666666666667,0.4,153941.4,1,16,15,0
visualwebarena,visualwebarena.resized.876,GenericAgent-anthropic_claude-3.7-sonnet,1.0,1.0,0.0,1.0,15,0.3333333333333333,0.0,0.0666666666666666,159109.66666666666,1,16,15,0
visualwebarena,visualwebarena.resized.88,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,12,0.0833333333333333,0.0833333333333333,0.0833333333333333,13460.083333333334,1,13,12,0
visualwebarena,visualwebarena.resized.88,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.2333333333333332,0.0333333333333333,18380.533333333333,1,31,30,0
visualwebarena,visualwebarena.resized.890,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,1.0,1.0,1.0,0.0,30,0.0,0.9666666666666668,1.0,165322.7,1,31,30,0
visualwebarena,visualwebarena.resized.890,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,152147.0,1,2,1,0
visualwebarena,visualwebarena.resized.91,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,14,0.2142857142857142,0.4285714285714286,0.2857142857142857,25772.5,1,15,14,0
visualwebarena,visualwebarena.resized.91,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,1.0,0.0,30,0.0666666666666666,0.4666666666666667,0.0333333333333333,21800.5,1,31,30,0
visualwebarena,visualwebarena.resized.93,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,2,0.5,0.0,0.5,20285.0,1,3,2,0
visualwebarena,visualwebarena.resized.93,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,26309.0,1,2,1,0
visualwebarena,visualwebarena.resized.98,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.7,0.0666666666666666,22022.533333333333,1,31,30,0
visualwebarena,visualwebarena.resized.98,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,1.0,0.0,30,0.0333333333333333,0.4,0.0333333333333333,20372.233333333334,1,31,30,0
webarena,webarena.100,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.1,0.7333333333333334,0.6666666666666666,27429.3,1,31,30,0
webarena,webarena.100,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,6,0.0,0.1666666666666666,0.1666666666666666,26573.5,1,7,6,0
webarena,webarena.100,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,1.0,12,0.0,0.25,0.0833333333333333,30239.58333333333,1,13,12,0
webarena,webarena.100,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,9,0.0,0.0,0.1111111111111111,29956.444444444445,1,10,9,0
webarena,webarena.126,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,17,0.5294117647058824,0.5882352941176471,0.1764705882352941,166604.4705882353,1,18,17,0
webarena,webarena.126,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,5,0.6,0.0,0.2,165054.0,1,6,5,0
webarena,webarena.126,GenericAgent-gpt-4o-2024-11-20,0.0,0.0,0.0,1.0,4,0.25,0.0,0.25,159188.5,1,5,4,0
webarena,webarena.126,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,14,0.4285714285714285,0.1428571428571429,0.0714285714285714,165426.14285714287,1,15,14,0
webarena,webarena.144,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.6,0.6666666666666667,0.0333333333333333,132995.8,1,31,30,0
webarena,webarena.144,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,30,0.8666666666666667,0.7,0.1333333333333333,133895.36666666667,1,31,30,0
webarena,webarena.144,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,0.0,0.0,4,0.25,0.0,0.25,138414.5,1,5,4,0
webarena,webarena.144,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.2666666666666666,0.8,0.0333333333333333,144304.43333333332,1,31,30,0
webarena,webarena.15,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.6,0.3666666666666666,67458.3,1,31,30,0
webarena,webarena.15,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,5,0.2,0.0,0.2,77577.4,1,6,5,0
webarena,webarena.15,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,0.0,0.0,5,0.0,0.0,0.2,77046.4,1,6,5,0
webarena,webarena.15,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,7,0.1428571428571428,0.0,0.1428571428571428,72958.0,1,8,7,0
webarena,webarena.153,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,1.0,12,0.0,0.0833333333333333,0.1666666666666666,31717.416666666668,1,13,12,0
webarena,webarena.153,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,5,0.0,0.0,0.2,28224.2,1,6,5,0
webarena,webarena.153,GenericAgent-gpt-4o-2024-11-20,0.0,0.0,0.0,1.0,5,0.0,0.0,0.2,30098.2,1,6,5,0
webarena,webarena.153,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.8333333333333334,0.8,27200.33333333333,1,31,30,0
webarena,webarena.155,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,1.0,11,0.0,0.3636363636363636,0.4545454545454545,29444.0,1,12,11,0
webarena,webarena.155,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,1.0,9,0.0,0.2222222222222222,0.2222222222222222,29005.555555555555,1,10,9,0
webarena,webarena.155,GenericAgent-gpt-4o-2024-11-20,0.0,0.0,0.0,1.0,5,0.0,0.0,0.2,28161.2,1,6,5,0
webarena,webarena.155,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,9,0.0,0.3333333333333333,0.4444444444444444,27565.222222222223,1,10,9,0
webarena,webarena.158,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,8,0.25,0.25,0.375,163123.875,1,9,8,0
webarena,webarena.158,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,4,0.75,0.0,0.25,160353.25,1,5,4,0
webarena,webarena.158,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.2,0.7,0.1,161286.13333333333,1,31,30,0
webarena,webarena.158,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.1333333333333333,0.5333333333333333,0.0333333333333333,161854.13333333333,1,31,30,0
webarena,webarena.164,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,2,0.0,0.0,0.5,140938.5,1,3,2,0
webarena,webarena.164,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,2,0.0,0.0,0.5,138608.0,1,3,2,0
webarena,webarena.164,GenericAgent-gpt-4o-2024-11-20,0.0,0.0,0.0,1.0,2,0.0,0.0,0.5,138625.5,1,3,2,0
webarena,webarena.164,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,0.0,0.0,1.0,2,0.0,0.0,0.5,138611.0,1,3,2,0
webarena,webarena.171,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.1666666666666666,0.6333333333333333,0.0666666666666666,148648.73333333334,1,31,30,0
webarena,webarena.171,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,2,0.0,0.0,0.5,90833.0,1,3,2,0
webarena,webarena.171,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,90760.0,1,2,1,0
webarena,webarena.171,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,3,0.3333333333333333,0.0,0.3333333333333333,99721.0,1,4,3,0
webarena,webarena.177,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,4,0.25,0.0,0.25,91213.0,1,5,4,0
webarena,webarena.177,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,30,0.1666666666666666,0.7,0.5,113886.6,1,31,30,0
webarena,webarena.177,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.1333333333333333,0.7333333333333334,0.6333333333333333,115486.4,1,31,30,0
webarena,webarena.177,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.1333333333333333,0.7,0.1666666666666666,97394.93333333332,1,31,30,0
webarena,webarena.185,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,0.0,1.0,6,0.1666666666666666,0.0,0.1666666666666666,589095.0,1,7,6,0
webarena,webarena.185,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,7,0.1428571428571428,0.0,0.1428571428571428,625354.0,1,8,7,0
webarena,webarena.185,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0333333333333333,0.8333333333333334,0.8,739240.0,1,31,30,0
webarena,webarena.185,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,8,0.25,0.125,0.25,658652.875,1,9,8,0
webarena,webarena.229,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,0.0,5,0.6,0.0,0.2,163119.4,1,6,5,0
webarena,webarena.229,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,4,0.25,0.0,0.25,164105.75,1,5,4,0
webarena,webarena.229,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,7,0.5714285714285714,0.2857142857142857,0.1428571428571428,161269.42857142858,1,8,7,0
webarena,webarena.229,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,6,0.3333333333333333,0.0,0.1666666666666666,161966.66666666666,1,7,6,0
webarena,webarena.24,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,0.0,1.0,2,0.0,0.0,0.5,140730.5,1,3,2,0
webarena,webarena.24,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,2,0.0,0.0,0.5,138405.0,1,3,2,0
webarena,webarena.24,GenericAgent-gpt-4o-2024-11-20,0.0,0.0,0.0,1.0,2,0.0,0.0,0.5,138371.0,1,3,2,0
webarena,webarena.24,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,2,0.0,0.0,0.5,138385.5,1,3,2,0
webarena,webarena.263,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,0.0,1.0,1.0,30,0.2333333333333333,0.6333333333333333,0.0333333333333333,161909.26666666666,1,31,30,0
webarena,webarena.263,GenericAgent-anthropic_claude-3.7-sonnet,0.0,0.0,0.0,1.0,4,0.75,0.0,0.25,161969.0,1,5,4,0
webarena,webarena.263,GenericAgent-gpt-4o-2024-11-20,0.0,0.0,0.0,1.0,19,0.2631578947368421,0.631578947368421,0.2105263157894736,163612.47368421053,1,20,19,0
webarena,webarena.263,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,0.0,0.0,1.0,30,0.1666666666666666,0.8333333333333334,0.0333333333333333,163782.4,1,31,30,0
webarena,webarena.265,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.7,0.0333333333333333,28198.033333333333,1,31,30,0
webarena,webarena.265,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,0.0,3,0.0,0.0,0.3333333333333333,27570.33333333333,1,4,3,0
webarena,webarena.265,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,0.0,0.0,8,0.0,0.0,0.125,32852.125,1,9,8,0
webarena,webarena.265,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,0.0,0.0,6,0.0,0.1666666666666666,0.1666666666666666,27196.666666666668,1,7,6,0
webarena,webarena.266,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,1.0,18,0.0,0.3888888888888888,0.0555555555555555,27520.722222222223,1,19,18,0
webarena,webarena.266,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,1.0,6,0.0,0.1666666666666666,0.1666666666666666,27160.666666666668,1,7,6,0
webarena,webarena.266,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.7666666666666666,0.0333333333333333,26037.533333333333,1,31,30,0
webarena,webarena.266,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,0.0,30,0.0,0.6666666666666667,0.1666666666666666,30284.3,1,31,30,0
webarena,webarena.268,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,0.0,1.0,1.0,0.0,30,0.4666666666666667,0.6,0.3333333333333333,36963.4,1,31,30,0
webarena,webarena.268,GenericAgent-anthropic_claude-3.7-sonnet,0.0,1.0,0.0,1.0,11,0.0,0.0909090909090909,0.0909090909090909,30596.90909090909,1,12,11,0
webarena,webarena.268,GenericAgent-gpt-4o-2024-11-20,0.0,1.0,1.0,0.0,30,0.0,0.7666666666666666,0.5333333333333333,29835.766666666663,1,31,30,0
webarena,webarena.268,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,0.0,1.0,1.0,1.0,18,0.0,0.1666666666666666,0.0555555555555555,32556.11111111111,1,19,18,0
